request_id,is_finished,start_time,finish_time,time_consumption
94351334170427049852457605631321615038,True,2024-05-19 01:20:20.196399,2024-05-19 01:20:35.864240,15.667840957641602
120645810328663519404107651879671746278,True,2024-05-19 01:20:21.630700,2024-05-19 01:20:38.560031,16.929330587387085
323884045703531846329160407041652224103,True,2024-05-19 01:20:22.263992,2024-05-19 01:20:39.573440,17.309447526931763
80718528856406173153088529395113670964,True,2024-05-19 01:20:24.343591,2024-05-19 01:20:43.053244,18.709653615951538
314453952846215346408994078798165740471,True,2024-05-19 01:20:24.567610,2024-05-19 01:20:44.855041,20.287431716918945
143790169061404893946891318427187587546,True,2024-05-19 01:20:25.081771,2024-05-19 01:20:45.150564,20.068793058395386
279786972249377823131746184580438527970,True,2024-05-19 01:20:26.032497,2024-05-19 01:20:46.116523,20.084026098251343
311122158367605866894858855845437625603,True,2024-05-19 01:20:26.459927,2024-05-19 01:20:46.390757,19.930829524993896
177203011515436828864207197247516823767,True,2024-05-19 01:20:30.372328,2024-05-19 01:20:47.893417,17.52108907699585
95935593602147007856354157603207889896,True,2024-05-19 01:20:30.922617,2024-05-19 01:20:48.103928,17.181310892105103
298982116877044122506485325738160438975,False,2024-05-19 01:20:31.342821,2024-05-19 01:20:48.103966,16.76114583015442
146716191232528727446201269521764683079,False,2024-05-19 01:20:34.504094,2024-05-19 01:20:48.103969,13.59987497329712
316926339266404655849941531636597918887,False,2024-05-19 01:20:35.475206,2024-05-19 01:20:48.103970,12.628763675689697
295260556806663907083987444647881198860,True,2024-05-19 01:20:39.137724,2024-05-19 01:20:57.447940,18.31021547317505
111895901091825562664646429541744021707,True,2024-05-19 01:20:42.874348,2024-05-19 01:20:58.044984,15.170636177062988
289990291807900374063382011945518806822,True,2024-05-19 01:20:43.281149,2024-05-19 01:21:02.295977,19.0148286819458
9164439273719445502233262880050584709,True,2024-05-19 01:20:48.141957,2024-05-19 01:21:10.552773,22.410816431045532
192579682142821263939029505039542800631,True,2024-05-19 01:20:51.806778,2024-05-19 01:21:10.552773,18.745994806289673
156966618704486023903864784800926988010,True,2024-05-19 01:20:52.288217,2024-05-19 01:21:11.266994,18.978777647018433
257415688414009015361425755530442489878,False,2024-05-19 01:20:49.010684,2024-05-19 01:21:11.267020,22.256335735321045
10327975402627826169537970655399302851,True,2024-05-19 01:21:00.445258,2024-05-19 01:21:18.091987,17.646729230880737
256456165431048482206608473447929676461,True,2024-05-19 01:21:02.252350,2024-05-19 01:21:18.223952,15.971601963043213
144330734089226177614388719846775105416,True,2024-05-19 01:21:06.447223,2024-05-19 01:21:22.480123,16.032899856567383
326424719490362513468262764967367467328,False,2024-05-19 01:21:04.561524,2024-05-19 01:21:22.480149,17.918625116348267
83807975034346137475148952681852838988,False,2024-05-19 01:21:08.839467,2024-05-19 01:21:22.480153,13.640685796737671
90399272609912137412279150640020450243,False,2024-05-19 01:21:06.869527,2024-05-19 01:21:22.480150,15.610623121261597
270064814249624809391440080451378541902,True,2024-05-19 01:21:12.406189,2024-05-19 01:21:28.175974,15.769784688949585
334727169897809308194568449601106564727,True,2024-05-19 01:21:12.814664,2024-05-19 01:21:32.553189,19.738525390625
195624609246601191446115580046372460843,False,2024-05-19 01:21:16.336405,2024-05-19 01:21:32.553222,16.216816663742065
201633900223973289353902669115246286545,False,2024-05-19 01:21:14.510421,2024-05-19 01:21:32.553225,18.04280376434326
336266928279793121168679520533346234052,True,2024-05-19 01:21:23.165604,2024-05-19 01:21:40.943041,17.77743649482727
143178429649057881101226087268970170756,True,2024-05-19 01:21:21.671798,2024-05-19 01:21:41.183985,19.512187480926514
83954939806316334571688772947423566252,False,2024-05-19 01:21:27.322431,2024-05-19 01:21:41.184013,13.861582040786743
34530129717802388248185182703481944558,True,2024-05-19 01:21:31.464320,2024-05-19 01:21:55.399414,23.935093641281128
244903575986959733063873954552200159777,True,2024-05-19 01:21:40.166306,2024-05-19 01:21:55.399414,15.233108282089233
58692813614528430880940606141901009756,True,2024-05-19 01:21:36.833060,2024-05-19 01:21:56.206350,19.373289823532104
98567728387634865767575262520465651414,True,2024-05-19 01:21:37.461923,2024-05-19 01:21:56.206350,18.7444269657135
321561595404837473631376863385511674093,True,2024-05-19 01:21:38.839760,2024-05-19 01:21:56.331009,17.491248607635498
282906992848248555910952303647750963690,False,2024-05-19 01:21:35.379572,2024-05-19 01:21:56.331035,20.951462507247925
180033776239790046461209773919365989667,True,2024-05-19 01:21:44.681465,2024-05-19 01:22:00.628987,15.947521448135376
209829247755305109463270959590996218647,False,2024-05-19 01:21:45.568520,2024-05-19 01:22:00.629011,15.060490846633911
241152295611821436365602121063628829438,False,2024-05-19 01:21:46.912324,2024-05-19 01:22:00.629013,13.716688632965088
290906825375608237455519343990975239682,False,2024-05-19 01:21:48.380651,2024-05-19 01:22:00.629014,12.248363494873047
303990091381073531084397464252368012770,True,2024-05-19 01:21:52.247722,2024-05-19 01:22:08.024658,15.776935815811157
276670656006952857275209638381609929840,False,2024-05-19 01:21:52.639016,2024-05-19 01:22:08.024683,15.385666370391846
188982679606965494709065318132930283273,True,2024-05-19 01:21:50.982346,2024-05-19 01:22:10.075952,19.093605756759644
228112074662307236784572488072609413246,True,2024-05-19 01:21:53.783186,2024-05-19 01:22:14.607985,20.824798345565796
220660527772934471900472544097886804032,False,2024-05-19 01:21:56.125283,2024-05-19 01:22:14.608013,18.482730627059937
259777836028116375333149648234851291535,True,2024-05-19 01:22:05.068424,2024-05-19 01:22:23.150271,18.081847190856934
197183951725682005822470671299627294104,False,2024-05-19 01:22:07.732188,2024-05-19 01:22:23.513113,15.780925512313843
236728329482146964463846916867187470100,True,2024-05-19 01:22:08.370896,2024-05-19 01:22:23.851113,15.48021650314331
43967525655840724116853195050660816777,True,2024-05-19 01:22:12.006659,2024-05-19 01:22:27.219090,15.212430953979492
242793999835493543839233472904302415277,True,2024-05-19 01:22:11.916016,2024-05-19 01:22:28.171005,16.25498914718628
329714420131031870285186550222244401687,False,2024-05-19 01:22:18.277806,2024-05-19 01:22:32.939949,14.662143468856812
235960443081021608328328398434793437606,False,2024-05-19 01:22:18.780590,2024-05-19 01:22:32.939951,14.159361362457275
164546762609811207094867252889938625514,False,2024-05-19 01:22:16.189778,2024-05-19 01:22:32.939955,16.75017738342285
21520763157913234928372049270728260071,False,2024-05-19 01:22:16.741501,2024-05-19 01:22:32.939956,16.198455572128296
148370900465758357325165380721889817920,False,2024-05-19 01:22:20.521356,2024-05-19 01:22:32.939952,12.418596267700195
257208616472462464822840704164978249723,True,2024-05-19 01:22:14.836028,2024-05-19 01:22:33.756049,18.92002034187317
75993615696625786576430867962190513824,True,2024-05-19 01:22:23.773638,2024-05-19 01:22:43.966015,20.192376136779785
65357745279502048628981788184079738832,True,2024-05-19 01:22:30.176907,2024-05-19 01:22:43.966015,13.78910756111145
313258765663741797938382525473542855749,True,2024-05-19 01:22:35.563314,2024-05-19 01:22:51.695343,16.132029056549072
146535432040213376290396253496561151058,True,2024-05-19 01:22:40.240991,2024-05-19 01:22:59.651981,19.410990238189697
15550575636874806546665361558890592786,True,2024-05-19 01:22:39.392188,2024-05-19 01:22:59.907980,20.51579260826111
209895453220764406048001349750835367157,True,2024-05-19 01:22:38.979284,2024-05-19 01:23:00.773796,21.794511795043945
276283641942083840894372933137142640303,True,2024-05-19 01:22:44.623666,2024-05-19 01:23:01.344017,16.720351219177246
31425602944825837669708240668498520115,True,2024-05-19 01:22:45.385730,2024-05-19 01:23:01.616982,16.231252193450928
62534041790713786271109110450150117368,False,2024-05-19 01:22:47.750079,2024-05-19 01:23:01.617007,13.866928339004517
142768618969362766988229243514382182050,True,2024-05-19 01:22:50.382400,2024-05-19 01:23:11.777980,21.395580291748047
116200646774719274949532680559621737198,True,2024-05-19 01:22:54.060442,2024-05-19 01:23:12.137482,18.077040433883667
186129091850589385869437989670475546390,True,2024-05-19 01:22:56.862414,2024-05-19 01:23:12.427941,15.565527439117432
124107758515378773561129207194820954356,True,2024-05-19 01:22:59.375540,2024-05-19 01:23:14.525007,15.149466514587402
218158594362943729956437372138835472153,True,2024-05-19 01:23:01.968902,2024-05-19 01:23:24.882856,22.913954734802246
207518499442846952529314169930148174678,True,2024-05-19 01:23:08.101553,2024-05-19 01:23:25.865979,17.764426231384277
106936462837985953497846870945269968400,False,2024-05-19 01:23:13.142922,2024-05-19 01:23:25.866007,12.723084926605225
59089664954429667822484381448416645683,True,2024-05-19 01:23:10.806707,2024-05-19 01:23:26.293057,15.486350059509277
