step_count,timestamp,status,num_scheduled_reqs,num_req_of_256,num_req_of_512,num_req_of_768,step_worker_time_consumption
2,2024-05-19 01:20:20.228927,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-19 01:20:20.791249,RequestStatus.PREPARE,1,1,0,0,0.5694811344146729
4,2024-05-19 01:20:21.368136,RequestStatus.DENOISING,1,1,0,0,0.5342774391174316
5,2024-05-19 01:20:21.413103,RequestStatus.DENOISING,1,1,0,0,0.05822587013244629
6,2024-05-19 01:20:21.461028,RequestStatus.DENOISING,1,1,0,0,0.04682016372680664
7,2024-05-19 01:20:21.587098,RequestStatus.DENOISING,1,1,0,0,0.0691680908203125
8,2024-05-19 01:20:21.606192,RequestStatus.DENOISING,1,1,0,0,0.0635230541229248
9,2024-05-19 01:20:21.652093,RequestStatus.DENOISING,1,1,0,0,0.04040670394897461
10,2024-05-19 01:20:21.798248,RequestStatus.DENOISING,1,1,0,0,0.058477163314819336
11,2024-05-19 01:20:21.806455,RequestStatus.DENOISING,1,1,0,0,0.07240700721740723
12,2024-05-19 01:20:22.282396,RequestStatus.DENOISING,1,1,0,0,0.1000831127166748
13,2024-05-19 01:20:22.669671,RequestStatus.DENOISING,2,1,1,0,0.2730600833892822
14,2024-05-19 01:20:22.680834,RequestStatus.DENOISING,2,1,1,0,0.10159683227539062
15,2024-05-19 01:20:23.357110,RequestStatus.DENOISING,2,1,1,0,0.14432573318481445
16,2024-05-19 01:20:23.612033,RequestStatus.DENOISING,3,1,2,0,0.3260457515716553
17,2024-05-19 01:20:23.696208,RequestStatus.DENOISING,3,1,2,0,0.07788419723510742
18,2024-05-19 01:20:23.818485,RequestStatus.DENOISING,3,1,2,0,0.11756324768066406
19,2024-05-19 01:20:23.891520,RequestStatus.DENOISING,3,1,2,0,0.06834697723388672
20,2024-05-19 01:20:24.034615,RequestStatus.DENOISING,3,1,2,0,0.11204671859741211
21,2024-05-19 01:20:24.089909,RequestStatus.DENOISING,3,1,2,0,0.0827035903930664
22,2024-05-19 01:20:24.250013,RequestStatus.DENOISING,3,1,2,0,0.0860896110534668
23,2024-05-19 01:20:24.280446,RequestStatus.DENOISING,3,1,2,0,0.09593915939331055
24,2024-05-19 01:20:24.459100,RequestStatus.DENOISING,3,1,2,0,0.07150006294250488
25,2024-05-19 01:20:24.475127,RequestStatus.DENOISING,3,1,2,0,0.11359453201293945
26,2024-05-19 01:20:24.557326,RequestStatus.DENOISING,3,1,2,0,0.07476687431335449
27,2024-05-19 01:20:25.140876,RequestStatus.DENOISING,3,1,2,0,0.19287467002868652
28,2024-05-19 01:20:25.350107,RequestStatus.DENOISING,4,2,2,0,0.2692692279815674
29,2024-05-19 01:20:25.434704,RequestStatus.DENOISING,4,2,2,0,0.07868266105651855
30,2024-05-19 01:20:26.515757,RequestStatus.DENOISING,4,2,2,0,0.19600820541381836
31,2024-05-19 01:20:26.770119,RequestStatus.DENOISING,6,2,3,1,0.3103523254394531
32,2024-05-19 01:20:26.970795,RequestStatus.DENOISING,6,2,3,1,0.15599393844604492
33,2024-05-19 01:20:27.863192,RequestStatus.DENOISING,6,2,3,1,0.2475290298461914
34,2024-05-19 01:20:28.137135,RequestStatus.DENOISING,8,2,4,2,0.36753344535827637
35,2024-05-19 01:20:28.498927,RequestStatus.DENOISING,8,2,4,2,0.26149463653564453
36,2024-05-19 01:20:28.726916,RequestStatus.DENOISING,8,2,4,2,0.2422196865081787
37,2024-05-19 01:20:29.022065,RequestStatus.DENOISING,8,2,4,2,0.32459235191345215
38,2024-05-19 01:20:29.260848,RequestStatus.DENOISING,8,2,4,2,0.28484201431274414
39,2024-05-19 01:20:29.527095,RequestStatus.DENOISING,8,2,4,2,0.26438283920288086
40,2024-05-19 01:20:29.888221,RequestStatus.DENOISING,8,2,4,2,0.2508559226989746
41,2024-05-19 01:20:30.109402,RequestStatus.DENOISING,8,2,4,2,0.2592620849609375
42,2024-05-19 01:20:30.322688,RequestStatus.DENOISING,8,2,4,2,0.2441403865814209
43,2024-05-19 01:20:30.540082,RequestStatus.DENOISING,8,2,4,2,0.24483823776245117
44,2024-05-19 01:20:30.787935,RequestStatus.DENOISING,8,2,4,2,0.2437734603881836
45,2024-05-19 01:20:31.054117,RequestStatus.DENOISING,8,2,4,2,0.2591216564178467
46,2024-05-19 01:20:31.684823,RequestStatus.DENOISING,8,2,4,2,0.36309146881103516
47,2024-05-19 01:20:32.244024,RequestStatus.DENOISING,9,3,4,2,0.5102329254150391
48,2024-05-19 01:20:32.971125,RequestStatus.DENOISING,9,3,4,2,0.3454318046569824
49,2024-05-19 01:20:33.572965,RequestStatus.DENOISING,10,4,4,2,0.6540400981903076
50,2024-05-19 01:20:33.941921,RequestStatus.DENOISING,10,4,4,2,0.2598111629486084
51,2024-05-19 01:20:34.171585,RequestStatus.DENOISING,10,4,4,2,0.26449131965637207
52,2024-05-19 01:20:34.385895,RequestStatus.DENOISING,10,4,4,2,0.25989389419555664
