step_count,timestamp,status,num_scheduled_reqs,num_req_of_512,num_req_of_768,num_req_of_1024,step_worker_time_consumption
2,2024-05-18 04:45:34.742960,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-18 04:45:37.687759,RequestStatus.PREPARE,1,0,0,1,2.920551300048828
4,2024-05-18 04:45:38.312039,RequestStatus.DENOISING,1,0,0,1,0.590381383895874
5,2024-05-18 04:45:38.543023,RequestStatus.DENOISING,1,0,0,1,0.21471691131591797
6,2024-05-18 04:45:38.784722,RequestStatus.DENOISING,1,0,0,1,0.15393495559692383
7,2024-05-18 04:45:40.985107,RequestStatus.DENOISING,1,0,0,1,0.6187598705291748
8,2024-05-18 04:45:41.390036,RequestStatus.DENOISING,2,0,1,1,0.3894684314727783
9,2024-05-18 04:45:41.753182,RequestStatus.DENOISING,2,0,1,1,0.28411316871643066
10,2024-05-18 04:45:42.154766,RequestStatus.DENOISING,2,0,1,1,0.47846198081970215
11,2024-05-18 04:45:42.582548,RequestStatus.DENOISING,2,0,1,1,0.3125338554382324
12,2024-05-18 04:45:42.782361,RequestStatus.DENOISING,2,0,1,1,0.2986176013946533
13,2024-05-18 04:45:43.048041,RequestStatus.DENOISING,2,0,1,1,0.27137231826782227
14,2024-05-18 04:45:43.410603,RequestStatus.DENOISING,2,0,1,1,0.28433823585510254
15,2024-05-18 04:45:43.621600,RequestStatus.DENOISING,2,0,1,1,0.2818152904510498
16,2024-05-18 04:45:43.891099,RequestStatus.DENOISING,2,0,1,1,0.2720518112182617
17,2024-05-18 04:45:44.280642,RequestStatus.DENOISING,2,0,1,1,0.2736203670501709
18,2024-05-18 04:45:44.486561,RequestStatus.DENOISING,2,0,1,1,0.2957620620727539
19,2024-05-18 04:45:44.749136,RequestStatus.DENOISING,2,0,1,1,0.2744266986846924
20,2024-05-18 04:45:47.101692,RequestStatus.DENOISING,2,0,1,1,0.8353631496429443
21,2024-05-18 04:45:47.589402,RequestStatus.DENOISING,3,0,1,2,0.47966933250427246
22,2024-05-18 04:45:48.329103,RequestStatus.DENOISING,3,0,1,2,0.6563174724578857
23,2024-05-18 04:45:48.757642,RequestStatus.DENOISING,3,0,1,2,0.4496603012084961
24,2024-05-18 04:45:49.158240,RequestStatus.DENOISING,3,0,1,2,0.43743062019348145
25,2024-05-18 04:45:49.584063,RequestStatus.DENOISING,3,0,1,2,0.43114781379699707
26,2024-05-18 04:45:50.016072,RequestStatus.DENOISING,3,0,1,2,0.4249553680419922
27,2024-05-18 04:45:50.454421,RequestStatus.DENOISING,3,0,1,2,0.43943285942077637
28,2024-05-18 04:45:51.023108,RequestStatus.DENOISING,3,0,1,2,0.5667943954467773
29,2024-05-18 04:45:51.475455,RequestStatus.DENOISING,3,0,1,2,0.447293758392334
