step_count,timestamp,status,num_scheduled_reqs,num_req_of_512,num_req_of_768,num_req_of_1024,step_worker_time_consumption
2,2024-05-19 02:36:42.628367,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-19 02:36:44.451078,RequestStatus.PREPARE,1,1,0,0,1.8576700687408447
4,2024-05-19 02:36:45.082612,RequestStatus.DENOISING,1,1,0,0,0.6025903224945068
5,2024-05-19 02:36:45.274025,RequestStatus.DENOISING,1,1,0,0,0.11393427848815918
6,2024-05-19 02:36:45.343774,RequestStatus.DENOISING,1,1,0,0,0.14480090141296387
7,2024-05-19 02:36:45.505330,RequestStatus.DENOISING,1,1,0,0,0.1576981544494629
8,2024-05-19 02:36:45.716030,RequestStatus.DENOISING,1,1,0,0,0.10921287536621094
9,2024-05-19 02:36:45.771189,RequestStatus.DENOISING,1,1,0,0,0.15164804458618164
10,2024-05-19 02:36:45.943636,RequestStatus.DENOISING,1,1,0,0,0.15703821182250977
11,2024-05-19 02:36:46.184347,RequestStatus.DENOISING,1,1,0,0,0.11293220520019531
12,2024-05-19 02:36:46.217113,RequestStatus.DENOISING,1,1,0,0,0.1637554168701172
13,2024-05-19 02:36:46.536091,RequestStatus.DENOISING,1,1,0,0,0.3122875690460205
14,2024-05-19 02:36:46.756903,RequestStatus.DENOISING,1,1,0,0,0.1799027919769287
15,2024-05-19 02:36:46.842530,RequestStatus.DENOISING,1,1,0,0,0.12522149085998535
16,2024-05-19 02:36:47.001118,RequestStatus.DENOISING,1,1,0,0,0.15012288093566895
17,2024-05-19 02:36:48.947664,RequestStatus.DENOISING,1,1,0,0,0.2801816463470459
18,2024-05-19 02:36:49.343496,RequestStatus.DENOISING,2,1,1,0,0.5014033317565918
19,2024-05-19 02:36:49.705881,RequestStatus.DENOISING,2,1,1,0,0.2543365955352783
20,2024-05-19 02:36:49.805585,RequestStatus.DENOISING,2,1,1,0,0.20190739631652832
21,2024-05-19 02:36:51.659694,RequestStatus.DENOISING,2,1,1,0,0.39490413665771484
22,2024-05-19 02:36:52.068413,RequestStatus.DENOISING,3,1,1,1,0.3993046283721924
23,2024-05-19 02:36:52.600059,RequestStatus.DENOISING,3,1,1,1,0.5289194583892822
24,2024-05-19 02:36:53.034035,RequestStatus.DENOISING,3,1,1,1,0.3063788414001465
25,2024-05-19 02:36:53.242030,RequestStatus.DENOISING,3,1,1,1,0.3308439254760742
26,2024-05-19 02:36:53.634612,RequestStatus.DENOISING,3,1,1,1,0.31437015533447266
27,2024-05-19 02:36:53.891494,RequestStatus.DENOISING,3,1,1,1,0.3256664276123047
28,2024-05-19 02:36:54.261874,RequestStatus.DENOISING,3,1,1,1,0.32598161697387695
29,2024-05-19 02:36:54.556050,RequestStatus.DENOISING,3,1,1,1,0.3315620422363281
30,2024-05-19 02:36:54.898872,RequestStatus.DENOISING,3,1,1,1,0.33014416694641113
31,2024-05-19 02:36:55.471845,RequestStatus.DENOISING,3,1,1,1,0.460233211517334
32,2024-05-19 02:36:55.721170,RequestStatus.DENOISING,3,1,1,1,0.3719806671142578
33,2024-05-19 02:36:56.093255,RequestStatus.DENOISING,3,1,1,1,0.3274862766265869
34,2024-05-19 02:36:56.380077,RequestStatus.DENOISING,3,1,1,1,0.3256800174713135
35,2024-05-19 02:36:56.727972,RequestStatus.DENOISING,3,1,1,1,0.3435659408569336
36,2024-05-19 02:36:57.130939,RequestStatus.DENOISING,3,1,1,1,0.3253815174102783
