step_count,timestamp,status,num_scheduled_reqs,num_req_of_512,num_req_of_768,num_req_of_1024,step_worker_time_consumption
2,2024-05-19 05:38:43.832412,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-19 05:38:45.723073,RequestStatus.PREPARE,1,1,0,0,1.8230996131896973
4,2024-05-19 05:38:46.388843,RequestStatus.DENOISING,1,1,0,0,0.5900452136993408
5,2024-05-19 05:38:46.422140,RequestStatus.DENOISING,1,1,0,0,0.16216349601745605
6,2024-05-19 05:38:46.601238,RequestStatus.DENOISING,1,1,0,0,0.1308152675628662
7,2024-05-19 05:38:46.688508,RequestStatus.DENOISING,1,1,0,0,0.12329316139221191
8,2024-05-19 05:38:46.848090,RequestStatus.DENOISING,1,1,0,0,0.15445375442504883
9,2024-05-19 05:38:47.029925,RequestStatus.DENOISING,1,1,0,0,0.13300561904907227
10,2024-05-19 05:38:47.122922,RequestStatus.DENOISING,1,1,0,0,0.13994336128234863
11,2024-05-19 05:38:47.286646,RequestStatus.DENOISING,1,1,0,0,0.15900111198425293
12,2024-05-19 05:38:47.483543,RequestStatus.DENOISING,1,1,0,0,0.1444096565246582
13,2024-05-19 05:38:47.561406,RequestStatus.DENOISING,1,1,0,0,0.12796473503112793
14,2024-05-19 05:38:47.721176,RequestStatus.DENOISING,1,1,0,0,0.1555953025817871
15,2024-05-19 05:38:47.926697,RequestStatus.DENOISING,1,1,0,0,0.12766790390014648
16,2024-05-19 05:38:48.187371,RequestStatus.DENOISING,1,1,0,0,0.32485389709472656
17,2024-05-19 05:38:48.447659,RequestStatus.DENOISING,1,1,0,0,0.13314294815063477
18,2024-05-19 05:38:48.509367,RequestStatus.DENOISING,1,1,0,0,0.18762660026550293
19,2024-05-19 05:38:48.667463,RequestStatus.DENOISING,1,1,0,0,0.15209317207336426
20,2024-05-19 05:38:48.881000,RequestStatus.DENOISING,1,1,0,0,0.10719633102416992
21,2024-05-19 05:38:48.936445,RequestStatus.DENOISING,1,1,0,0,0.15437698364257812
22,2024-05-19 05:38:49.115660,RequestStatus.DENOISING,1,1,0,0,0.14745831489562988
23,2024-05-19 05:38:49.208985,RequestStatus.DENOISING,1,1,0,0,0.1137845516204834
24,2024-05-19 05:38:49.382092,RequestStatus.DENOISING,1,1,0,0,0.16630268096923828
25,2024-05-19 05:38:51.465912,RequestStatus.DENOISING,1,1,0,0,0.2812354564666748
26,2024-05-19 05:38:51.771705,RequestStatus.DENOISING,2,1,1,0,0.2951178550720215
27,2024-05-19 05:38:51.982749,RequestStatus.DENOISING,2,1,1,0,0.21091032028198242
28,2024-05-19 05:38:52.193738,RequestStatus.DENOISING,2,1,1,0,0.20297574996948242
29,2024-05-19 05:38:52.402692,RequestStatus.DENOISING,2,1,1,0,0.2111678123474121
30,2024-05-19 05:38:52.625208,RequestStatus.DENOISING,2,1,1,0,0.20972323417663574
31,2024-05-19 05:38:54.982713,RequestStatus.DENOISING,2,1,1,0,0.39409852027893066
32,2024-05-19 05:38:55.423635,RequestStatus.DENOISING,3,1,1,1,0.4382011890411377
33,2024-05-19 05:38:55.716045,RequestStatus.DENOISING,3,1,1,1,0.3287944793701172
34,2024-05-19 05:38:56.097714,RequestStatus.DENOISING,3,1,1,1,0.3425312042236328
35,2024-05-19 05:38:56.382965,RequestStatus.DENOISING,3,1,1,1,0.32302355766296387
36,2024-05-19 05:38:56.879243,RequestStatus.DENOISING,3,1,1,1,0.4785301685333252
37,2024-05-19 05:38:57.293335,RequestStatus.DENOISING,3,1,1,1,0.38513827323913574
38,2024-05-19 05:38:57.584050,RequestStatus.DENOISING,3,1,1,1,0.32941246032714844
39,2024-05-19 05:38:57.958027,RequestStatus.DENOISING,3,1,1,1,0.3310732841491699
40,2024-05-19 05:38:59.975155,RequestStatus.DENOISING,3,1,1,1,0.4944000244140625
41,2024-05-19 05:39:00.606907,RequestStatus.DENOISING,4,2,1,1,0.4893312454223633
42,2024-05-19 05:39:00.846145,RequestStatus.DENOISING,4,2,1,1,0.3659517765045166
43,2024-05-19 05:39:01.268610,RequestStatus.DENOISING,4,2,1,1,0.3457155227661133
44,2024-05-19 05:39:01.548067,RequestStatus.DENOISING,4,2,1,1,0.34874749183654785
45,2024-05-19 05:39:01.906448,RequestStatus.DENOISING,4,2,1,1,0.3603694438934326
46,2024-05-19 05:39:02.389897,RequestStatus.DENOISING,4,2,1,1,0.34142541885375977
47,2024-05-19 05:39:02.780071,RequestStatus.DENOISING,4,2,1,1,0.5170028209686279
48,2024-05-19 05:39:03.179125,RequestStatus.DENOISING,4,2,1,1,0.3953440189361572
49,2024-05-19 05:39:03.602141,RequestStatus.DENOISING,4,2,1,1,0.36051058769226074
50,2024-05-19 05:39:03.910176,RequestStatus.DENOISING,4,2,1,1,0.3685019016265869
51,2024-05-19 05:39:04.273539,RequestStatus.DENOISING,4,2,1,1,0.3580942153930664
52,2024-05-19 05:39:04.752149,RequestStatus.DENOISING,4,2,1,1,0.35857701301574707
53,2024-05-19 05:39:06.746702,RequestStatus.DENOISING,4,2,1,1,0.5260183811187744
54,2024-05-19 05:39:07.344504,RequestStatus.DENOISING,4,1,2,1,0.4824821949005127
55,2024-05-19 05:39:07.636126,RequestStatus.DENOISING,4,1,2,1,0.4004836082458496
56,2024-05-19 05:39:08.042835,RequestStatus.DENOISING,4,1,2,1,0.40628719329833984
57,2024-05-19 05:39:08.586964,RequestStatus.DENOISING,4,1,2,1,0.5380964279174805
58,2024-05-19 05:39:09.057716,RequestStatus.DENOISING,4,1,2,1,0.47043800354003906
59,2024-05-19 05:39:09.470735,RequestStatus.DENOISING,4,1,2,1,0.4090893268585205
60,2024-05-19 05:39:09.890658,RequestStatus.DENOISING,4,1,2,1,0.41224098205566406
61,2024-05-19 05:39:10.321796,RequestStatus.DENOISING,4,1,2,1,0.412050724029541
62,2024-05-19 05:39:10.755802,RequestStatus.DENOISING,4,1,2,1,0.4076352119445801
63,2024-05-19 05:39:11.204245,RequestStatus.DENOISING,4,1,2,1,0.4096076488494873
64,2024-05-19 05:39:11.789393,RequestStatus.DENOISING,4,1,2,1,0.5837125778198242
65,2024-05-19 05:39:12.210405,RequestStatus.DENOISING,4,1,2,1,0.4482121467590332
66,2024-05-19 05:39:12.664805,RequestStatus.DENOISING,4,1,2,1,0.4071042537689209
67,2024-05-19 05:39:13.116263,RequestStatus.DENOISING,4,1,2,1,0.42203283309936523
68,2024-05-19 05:39:13.416087,RequestStatus.DENOISING,4,1,2,1,0.405181884765625
69,2024-05-19 05:39:13.824523,RequestStatus.DENOISING,4,1,2,1,0.4077768325805664
70,2024-05-19 05:39:14.231746,RequestStatus.DENOISING,4,1,2,1,0.40179443359375
71,2024-05-19 05:39:14.801389,RequestStatus.DENOISING,4,1,2,1,0.5691838264465332
