step_count,timestamp,status,num_scheduled_reqs,num_req_of_512,num_req_of_768,num_req_of_1024,step_worker_time_consumption
2,2024-05-19 04:58:47.641099,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-19 04:58:49.475659,RequestStatus.PREPARE,1,0,1,0,1.8113040924072266
4,2024-05-19 04:58:50.101578,RequestStatus.DENOISING,1,0,1,0,0.5744566917419434
5,2024-05-19 04:58:50.188957,RequestStatus.DENOISING,1,0,1,0,0.13750529289245605
6,2024-05-19 04:58:50.350136,RequestStatus.DENOISING,1,0,1,0,0.1539018154144287
7,2024-05-19 04:58:50.514773,RequestStatus.DENOISING,1,0,1,0,0.1555945873260498
8,2024-05-19 04:58:50.729065,RequestStatus.DENOISING,1,0,1,0,0.12968230247497559
9,2024-05-19 04:58:50.796803,RequestStatus.DENOISING,1,0,1,0,0.15302348136901855
10,2024-05-19 04:58:50.956677,RequestStatus.DENOISING,1,0,1,0,0.15329432487487793
11,2024-05-19 04:58:51.128826,RequestStatus.DENOISING,1,0,1,0,0.13451623916625977
12,2024-05-19 04:58:51.223038,RequestStatus.DENOISING,1,0,1,0,0.129777193069458
13,2024-05-19 04:58:51.391105,RequestStatus.DENOISING,1,0,1,0,0.16252684593200684
14,2024-05-19 04:58:51.569362,RequestStatus.DENOISING,1,0,1,0,0.1528024673461914
15,2024-05-19 04:58:51.757946,RequestStatus.DENOISING,1,0,1,0,0.12284135818481445
16,2024-05-19 04:58:51.827480,RequestStatus.DENOISING,1,0,1,0,0.15036797523498535
17,2024-05-19 04:58:52.128108,RequestStatus.DENOISING,1,0,1,0,0.2927255630493164
18,2024-05-19 04:58:52.322089,RequestStatus.DENOISING,1,0,1,0,0.19337701797485352
19,2024-05-19 04:58:52.518365,RequestStatus.DENOISING,1,0,1,0,0.11752820014953613
20,2024-05-19 04:58:52.593300,RequestStatus.DENOISING,1,0,1,0,0.14716172218322754
21,2024-05-19 04:58:52.753945,RequestStatus.DENOISING,1,0,1,0,0.15335512161254883
22,2024-05-19 04:58:52.934591,RequestStatus.DENOISING,1,0,1,0,0.13542723655700684
23,2024-05-19 04:58:53.026385,RequestStatus.DENOISING,1,0,1,0,0.12880897521972656
24,2024-05-19 04:58:53.194108,RequestStatus.DENOISING,1,0,1,0,0.16311025619506836
25,2024-05-19 04:58:53.388337,RequestStatus.DENOISING,1,0,1,0,0.13804841041564941
26,2024-05-19 04:58:53.477475,RequestStatus.DENOISING,1,0,1,0,0.1367495059967041
27,2024-05-19 04:58:53.646206,RequestStatus.DENOISING,1,0,1,0,0.16441583633422852
28,2024-05-19 04:58:53.820819,RequestStatus.DENOISING,1,0,1,0,0.14793944358825684
29,2024-05-19 04:58:53.918540,RequestStatus.DENOISING,1,0,1,0,0.12190699577331543
30,2024-05-19 04:58:54.082107,RequestStatus.DENOISING,1,0,1,0,0.15446138381958008
31,2024-05-19 04:58:54.286827,RequestStatus.DENOISING,1,0,1,0,0.12201094627380371
32,2024-05-19 04:58:54.357059,RequestStatus.DENOISING,1,0,1,0,0.14063048362731934
33,2024-05-19 04:58:54.527035,RequestStatus.DENOISING,1,0,1,0,0.1679985523223877
