step_count,timestamp,status,num_scheduled_reqs,num_req_of_256,num_req_of_512,num_req_of_768,step_worker_time_consumption
2,2024-05-19 04:04:28.845966,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-19 04:04:29.310229,RequestStatus.PREPARE,1,0,0,1,0.4872474670410156
4,2024-05-19 04:04:29.899555,RequestStatus.DENOISING,1,0,0,1,0.553473949432373
5,2024-05-19 04:04:29.955829,RequestStatus.DENOISING,1,0,0,1,0.06986117362976074
6,2024-05-19 04:04:30.114487,RequestStatus.DENOISING,1,0,0,1,0.05739879608154297
7,2024-05-19 04:04:30.121063,RequestStatus.DENOISING,1,0,0,1,0.08657431602478027
8,2024-05-19 04:04:30.181716,RequestStatus.DENOISING,1,0,0,1,0.059740543365478516
9,2024-05-19 04:04:30.337083,RequestStatus.DENOISING,1,0,0,1,0.0625925064086914
10,2024-05-19 04:04:30.343049,RequestStatus.DENOISING,1,0,0,1,0.08364248275756836
11,2024-05-19 04:04:30.404185,RequestStatus.DENOISING,1,0,0,1,0.06026196479797363
12,2024-05-19 04:04:30.548001,RequestStatus.DENOISING,1,0,0,1,0.05917525291442871
13,2024-05-19 04:04:30.554209,RequestStatus.DENOISING,1,0,0,1,0.0863797664642334
14,2024-05-19 04:04:30.618786,RequestStatus.DENOISING,1,0,0,1,0.0618586540222168
15,2024-05-19 04:04:30.772071,RequestStatus.DENOISING,1,0,0,1,0.06388568878173828
16,2024-05-19 04:04:30.784539,RequestStatus.DENOISING,1,0,0,1,0.07797980308532715
17,2024-05-19 04:04:30.841037,RequestStatus.DENOISING,1,0,0,1,0.059478044509887695
18,2024-05-19 04:04:30.994957,RequestStatus.DENOISING,1,0,0,1,0.06688976287841797
19,2024-05-19 04:04:31.002578,RequestStatus.DENOISING,1,0,0,1,0.07892799377441406
20,2024-05-19 04:04:31.059280,RequestStatus.DENOISING,1,0,0,1,0.057619333267211914
21,2024-05-19 04:04:31.220559,RequestStatus.DENOISING,1,0,0,1,0.0678262710571289
22,2024-05-19 04:04:31.227965,RequestStatus.DENOISING,1,0,0,1,0.08098697662353516
23,2024-05-19 04:04:31.286870,RequestStatus.DENOISING,1,0,0,1,0.059653282165527344
24,2024-05-19 04:04:31.431945,RequestStatus.DENOISING,1,0,0,1,0.06213045120239258
25,2024-05-19 04:04:31.438166,RequestStatus.DENOISING,1,0,0,1,0.08244180679321289
26,2024-05-19 04:04:31.502137,RequestStatus.DENOISING,1,0,0,1,0.05860185623168945
27,2024-05-19 04:04:31.745012,RequestStatus.DENOISING,1,0,0,1,0.060909271240234375
28,2024-05-19 04:04:31.774260,RequestStatus.DENOISING,1,0,0,1,0.20454716682434082
29,2024-05-19 04:04:31.844472,RequestStatus.DENOISING,1,0,0,1,0.06855320930480957
30,2024-05-19 04:04:32.002881,RequestStatus.DENOISING,1,0,0,1,0.0904848575592041
31,2024-05-19 04:04:32.057839,RequestStatus.DENOISING,1,0,0,1,0.11610770225524902
32,2024-05-19 04:04:32.211049,RequestStatus.DENOISING,1,0,0,1,0.05928206443786621
33,2024-05-19 04:04:32.220795,RequestStatus.DENOISING,1,0,0,1,0.07740306854248047
34,2024-05-19 04:04:32.282568,RequestStatus.DENOISING,1,0,0,1,0.06180572509765625
35,2024-05-19 04:04:32.802247,RequestStatus.DENOISING,1,0,0,1,0.1220235824584961
36,2024-05-19 04:04:33.181383,RequestStatus.DENOISING,2,0,1,1,0.28307366371154785
37,2024-05-19 04:04:33.229747,RequestStatus.DENOISING,2,0,1,1,0.12949395179748535
38,2024-05-19 04:04:33.744832,RequestStatus.DENOISING,2,0,1,1,0.21715068817138672
39,2024-05-19 04:04:34.111847,RequestStatus.DENOISING,3,1,1,1,0.29495811462402344
40,2024-05-19 04:04:34.181090,RequestStatus.DENOISING,3,1,1,1,0.1307373046875
41,2024-05-19 04:04:34.949847,RequestStatus.DENOISING,3,1,1,1,0.22603464126586914
42,2024-05-19 04:04:35.191438,RequestStatus.DENOISING,4,1,1,2,0.3145720958709717
43,2024-05-19 04:04:35.380894,RequestStatus.DENOISING,4,1,1,2,0.14770126342773438
44,2024-05-19 04:04:35.577970,RequestStatus.DENOISING,4,1,1,2,0.15962624549865723
45,2024-05-19 04:04:35.783027,RequestStatus.DENOISING,4,1,1,2,0.16914582252502441
46,2024-05-19 04:04:35.868174,RequestStatus.DENOISING,4,1,1,2,0.18009281158447266
47,2024-05-19 04:04:36.055122,RequestStatus.DENOISING,4,1,1,2,0.17940211296081543
48,2024-05-19 04:04:36.245005,RequestStatus.DENOISING,4,1,1,2,0.19028043746948242
49,2024-05-19 04:04:36.426103,RequestStatus.DENOISING,4,1,1,2,0.17758488655090332
50,2024-05-19 04:04:36.623177,RequestStatus.DENOISING,4,1,1,2,0.15460467338562012
51,2024-05-19 04:04:36.842664,RequestStatus.DENOISING,4,1,1,2,0.1597154140472412
52,2024-05-19 04:04:36.932597,RequestStatus.DENOISING,4,1,1,2,0.1791989803314209
53,2024-05-19 04:04:37.116053,RequestStatus.DENOISING,4,1,1,2,0.17660927772521973
54,2024-05-19 04:04:37.302101,RequestStatus.DENOISING,4,1,1,2,0.18311023712158203
55,2024-05-19 04:04:37.584184,RequestStatus.DENOISING,3,1,1,1,0.23784446716308594
56,2024-05-19 04:04:38.136579,RequestStatus.DENOISING,3,1,1,1,0.280850887298584
57,2024-05-19 04:04:38.323682,RequestStatus.DENOISING,4,1,1,2,0.17901182174682617
58,2024-05-19 04:04:38.526775,RequestStatus.DENOISING,4,1,1,2,0.16849422454833984
59,2024-05-19 04:04:38.733973,RequestStatus.DENOISING,4,1,1,2,0.16184067726135254
60,2024-05-19 04:04:38.830348,RequestStatus.DENOISING,4,1,1,2,0.1744379997253418
61,2024-05-19 04:04:39.023098,RequestStatus.DENOISING,4,1,1,2,0.18918228149414062
62,2024-05-19 04:04:39.209395,RequestStatus.DENOISING,4,1,1,2,0.18262696266174316
63,2024-05-19 04:04:39.393865,RequestStatus.DENOISING,4,1,1,2,0.17465615272521973
64,2024-05-19 04:04:39.603323,RequestStatus.DENOISING,4,1,1,2,0.15051960945129395
65,2024-05-19 04:04:39.800168,RequestStatus.DENOISING,4,1,1,2,0.1679096221923828
66,2024-05-19 04:04:39.889785,RequestStatus.DENOISING,4,1,1,2,0.1725327968597412
67,2024-05-19 04:04:40.076052,RequestStatus.DENOISING,4,1,1,2,0.1828150749206543
68,2024-05-19 04:04:40.256100,RequestStatus.DENOISING,4,1,1,2,0.17528343200683594
69,2024-05-19 04:04:40.544074,RequestStatus.DENOISING,4,1,1,2,0.28023624420166016
70,2024-05-19 04:04:40.768076,RequestStatus.DENOISING,4,1,1,2,0.2277233600616455
71,2024-05-19 04:04:40.964085,RequestStatus.DENOISING,4,1,1,2,0.185713529586792
72,2024-05-19 04:04:41.517642,RequestStatus.DENOISING,4,1,1,2,0.25868892669677734
