step_count,timestamp,status,num_scheduled_reqs,num_req_of_256,num_req_of_512,num_req_of_768,step_worker_time_consumption
2,2024-05-18 04:19:05.588473,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-18 04:19:06.236298,RequestStatus.PREPARE,1,1,0,0,0.693493127822876
4,2024-05-18 04:19:06.801598,RequestStatus.DENOISING,1,1,0,0,0.5100693702697754
5,2024-05-18 04:19:06.836694,RequestStatus.DENOISING,1,1,0,0,0.06480240821838379
6,2024-05-18 04:19:06.892059,RequestStatus.DENOISING,1,1,0,0,0.04895138740539551
7,2024-05-18 04:19:07.664367,RequestStatus.DENOISING,1,1,0,0,0.1747586727142334
8,2024-05-18 04:19:08.028587,RequestStatus.DENOISING,2,1,0,1,0.34540820121765137
9,2024-05-18 04:19:08.112374,RequestStatus.DENOISING,2,1,0,1,0.08585810661315918
10,2024-05-18 04:19:08.242396,RequestStatus.DENOISING,2,1,0,1,0.1261913776397705
11,2024-05-18 04:19:08.327697,RequestStatus.DENOISING,2,1,0,1,0.07931947708129883
12,2024-05-18 04:19:08.450849,RequestStatus.DENOISING,2,1,0,1,0.11827325820922852
13,2024-05-18 04:19:08.644965,RequestStatus.DENOISING,2,1,0,1,0.08373785018920898
14,2024-05-18 04:19:08.667583,RequestStatus.DENOISING,2,1,0,1,0.12993144989013672
15,2024-05-18 04:19:08.854626,RequestStatus.DENOISING,2,1,0,1,0.08871769905090332
16,2024-05-18 04:19:08.884168,RequestStatus.DENOISING,2,1,0,1,0.12314724922180176
17,2024-05-18 04:19:09.049531,RequestStatus.DENOISING,2,1,0,1,0.08508086204528809
18,2024-05-18 04:19:09.087665,RequestStatus.DENOISING,2,1,0,1,0.1128079891204834
19,2024-05-18 04:19:09.261771,RequestStatus.DENOISING,2,1,0,1,0.09021449089050293
20,2024-05-18 04:19:09.292218,RequestStatus.DENOISING,2,1,0,1,0.10721397399902344
21,2024-05-18 04:19:09.518044,RequestStatus.DENOISING,2,1,0,1,0.0862581729888916
22,2024-05-18 04:19:10.060547,RequestStatus.DENOISING,2,1,0,1,0.22711992263793945
23,2024-05-18 04:19:10.464539,RequestStatus.DENOISING,3,1,0,2,0.3954737186431885
24,2024-05-18 04:19:10.703756,RequestStatus.DENOISING,3,1,0,2,0.2012181282043457
25,2024-05-18 04:19:10.802297,RequestStatus.DENOISING,3,1,0,2,0.13453412055969238
26,2024-05-18 04:19:10.973980,RequestStatus.DENOISING,3,1,0,2,0.16521930694580078
27,2024-05-18 04:19:11.139591,RequestStatus.DENOISING,3,1,0,2,0.16425848007202148
28,2024-05-18 04:19:11.313746,RequestStatus.DENOISING,3,1,0,2,0.14751172065734863
29,2024-05-18 04:19:11.513232,RequestStatus.DENOISING,3,1,0,2,0.13813138008117676
30,2024-05-18 04:19:11.590678,RequestStatus.DENOISING,3,1,0,2,0.15851807594299316
31,2024-05-18 04:19:11.761713,RequestStatus.DENOISING,3,1,0,2,0.1665942668914795
32,2024-05-18 04:19:11.925613,RequestStatus.DENOISING,3,1,0,2,0.16222047805786133
33,2024-05-18 04:19:12.133322,RequestStatus.DENOISING,3,1,0,2,0.1360001564025879
