request_id,is_finished,start_time,finish_time,time_consumption
153595491897882785546069825489514317800,True,2024-05-18 04:26:46.806356,2024-05-18 04:27:17.383994,30.577638149261475
240112709909723234300821837996859199566,True,2024-05-18 04:26:52.799617,2024-05-18 04:27:18.293889,25.494271755218506
206171333148104336673311711570539126092,True,2024-05-18 04:27:05.203017,2024-05-18 04:27:18.823376,13.62035846710205
256996627241511116787215966861786833722,True,2024-05-18 04:27:18.199901,2024-05-18 04:27:29.183381,10.983479738235474
163146662966706067352754640265420507041,True,2024-05-18 04:27:30.728068,2024-05-18 04:28:14.618068,43.890000343322754
9110396440278231509484953429761087056,True,2024-05-18 04:27:37.247179,2024-05-18 04:28:31.123016,53.87583661079407
88970364887965002994042551659418359554,True,2024-05-18 04:27:40.478579,2024-05-18 04:28:39.175011,58.69643235206604
102808396257918365610855210756249975310,True,2024-05-18 04:27:42.832132,2024-05-18 04:28:41.627996,58.79586410522461
328261434185935260310098031458323794548,True,2024-05-18 04:27:43.218367,2024-05-18 04:28:41.627996,58.409629344940186
31969092612035843957294175054923802038,True,2024-05-18 04:27:49.677515,2024-05-18 04:28:44.347956,54.67044115066528
338563443220004200521246524678472283772,True,2024-05-18 04:27:45.343546,2024-05-18 04:28:45.229060,59.88551425933838
213073224284329447288436230455355676885,False,2024-05-18 04:28:00.842771,2024-05-18 04:28:45.229095,44.386324405670166
303473688927189158621264092630199636958,False,2024-05-18 04:28:05.182303,2024-05-18 04:28:45.229098,40.04679536819458
311688272778245498412817844236303300032,False,2024-05-18 04:28:08.506910,2024-05-18 04:28:45.229100,36.722190141677856
47202013360660418409660219953798599450,True,2024-05-18 04:28:20.563644,2024-05-18 04:29:05.553223,44.98957848548889
142464530388716886151135746807845144094,True,2024-05-18 04:28:23.306211,2024-05-18 04:29:05.553223,42.2470121383667
69811795030185520747541645723534009988,True,2024-05-18 04:28:33.330398,2024-05-18 04:29:05.553223,32.222825050354004
42577939759451852589030871966980765245,True,2024-05-18 04:28:30.275540,2024-05-18 04:29:13.451020,43.17548060417175
117296049970500693889136589101130427245,True,2024-05-18 04:28:54.337543,2024-05-18 04:29:40.973167,46.635623931884766
127932927227733190140876636868590361957,True,2024-05-18 04:28:55.339601,2024-05-18 04:29:41.343040,46.00343942642212
241911894736124806026314371657777824031,True,2024-05-18 04:29:08.947509,2024-05-18 04:29:56.218303,47.2707941532135
324384442730951859430517755327656035184,True,2024-05-18 04:29:13.231209,2024-05-18 04:29:56.739952,43.50874304771423
243104736665153681920030010732627222708,True,2024-05-18 04:29:23.988597,2024-05-18 04:30:05.747987,41.75939059257507
15455712451987267006016567682179183652,True,2024-05-18 04:29:28.887788,2024-05-18 04:30:19.270740,50.38295245170593
226018655573990540780189979103435756602,True,2024-05-18 04:29:36.466058,2024-05-18 04:30:19.555032,43.088974475860596
146768914890672022372928572092232488418,True,2024-05-18 04:29:44.959103,2024-05-18 04:30:29.405033,44.44593000411987
336531267895912857779337158889610799019,True,2024-05-18 04:29:50.779304,2024-05-18 04:30:40.230029,49.45072531700134
140051974437267925221027920658938347635,True,2024-05-18 04:29:55.917423,2024-05-18 04:30:41.002981,45.08555817604065
92929625192069462105307321203323776543,True,2024-05-18 04:30:05.393681,2024-05-18 04:30:47.183942,41.790260791778564
225147638224175881015188663899042734318,True,2024-05-18 04:30:10.416348,2024-05-18 04:30:55.154138,44.73778939247131
191444323607229634471290222602709227066,True,2024-05-18 04:30:11.787628,2024-05-18 04:30:55.371965,43.58433699607849
65041596586711907633433517079997140687,True,2024-05-18 04:30:06.132856,2024-05-18 04:30:56.037995,49.905139207839966
308972613632863832378507114330316224586,True,2024-05-18 04:30:20.688917,2024-05-18 04:31:07.954165,47.26524829864502
327726843164592027503822506217508742633,False,2024-05-18 04:30:22.315694,2024-05-18 04:31:07.954203,45.638508319854736
115293954797579993636821615345370084776,False,2024-05-18 04:30:23.287155,2024-05-18 04:31:07.954207,44.667051792144775
122979994574682954327195600157776160341,False,2024-05-18 04:30:25.898924,2024-05-18 04:31:07.954211,42.0552875995636
197793550029484981842406517985557692799,False,2024-05-18 04:30:26.977587,2024-05-18 04:31:07.954212,40.97662544250488
175716366773682611324269100806389760591,False,2024-05-18 04:30:28.654167,2024-05-18 04:31:07.954204,39.3000373840332
172064088675319556014823738959388991834,False,2024-05-18 04:30:31.911348,2024-05-18 04:31:07.954209,36.04286026954651
161862207701901532655976095249185316249,True,2024-05-18 04:30:47.435541,2024-05-18 04:31:31.399965,43.9644238948822
234771108653960289434210106108030517802,True,2024-05-18 04:30:51.428384,2024-05-18 04:31:34.419970,42.991586208343506
40752633757836361416126490609283971783,True,2024-05-18 04:30:57.751579,2024-05-18 04:31:40.987957,43.23637819290161
204704140049382850726371814271763507535,True,2024-05-18 04:31:13.260321,2024-05-18 04:32:02.263985,49.00366449356079
332837897476726275476335269472150826903,True,2024-05-18 04:31:13.960586,2024-05-18 04:32:02.826248,48.86566233634949
4129539022393770526729555705911514160,True,2024-05-18 04:31:37.292495,2024-05-18 04:32:20.259954,42.9674596786499
326706494970389340362910663654634698561,True,2024-05-18 04:31:44.353574,2024-05-18 04:32:26.814970,42.46139597892761
39344306730416676514223538928363818199,True,2024-05-18 04:31:45.604129,2024-05-18 04:32:28.471771,42.867642402648926
16655880075234549411884340006877093393,True,2024-05-18 04:31:48.558195,2024-05-18 04:32:34.951123,46.392927408218384
312610303143490681716999929488652501799,True,2024-05-18 04:31:57.829155,2024-05-18 04:32:41.578040,43.74888467788696
261977914461896566621105074358515828643,True,2024-05-18 04:32:06.940335,2024-05-18 04:32:48.767036,41.826701164245605
129437175538108435834415101430911975116,True,2024-05-18 04:32:06.680140,2024-05-18 04:32:51.668024,44.98788404464722
14327625338882707718454341500633917746,True,2024-05-18 04:32:04.058358,2024-05-18 04:32:58.599978,54.54161977767944
154571258387853883746602528130225256171,True,2024-05-18 04:32:13.653249,2024-05-18 04:32:59.259078,45.60582876205444
4431942441182689151263800006855013450,True,2024-05-18 04:32:34.936153,2024-05-18 04:33:15.634126,40.697972536087036
14423442262005926142242591092696241279,True,2024-05-18 04:32:42.171989,2024-05-18 04:33:15.963954,33.79196500778198
38775380170821069382028980397939414173,True,2024-05-18 04:32:48.709480,2024-05-18 04:33:16.763396,28.05391573905945
212779262700393701154644478239295305941,True,2024-05-18 04:33:24.443732,2024-05-18 04:34:08.519639,44.075907468795776
338032512686717776935561402045962419934,True,2024-05-18 04:33:30.257211,2024-05-18 04:34:16.994830,46.73761868476868
62474099834373720468701899285609158584,True,2024-05-18 04:33:33.821170,2024-05-18 04:34:20.870069,47.048898458480835
324094263813034287144450152162882735476,True,2024-05-18 04:33:38.113572,2024-05-18 04:34:23.808982,45.69541072845459
86187124012097125398890456991745777982,True,2024-05-18 04:33:44.633483,2024-05-18 04:34:30.242049,45.60856580734253
312857921141293879445352642293548256834,True,2024-05-18 04:33:47.375096,2024-05-18 04:34:31.339954,43.96485877037048
265653156438278230599069230512645082472,True,2024-05-18 04:33:54.869619,2024-05-18 04:34:39.483613,44.61399435997009
13167014694591967629341965651930291714,True,2024-05-18 04:33:57.406949,2024-05-18 04:34:39.925872,42.51892304420471
192439225159652403129913958685025113948,True,2024-05-18 04:34:07.461414,2024-05-18 04:34:53.806026,46.34461236000061
65128119213549265970121870681603790571,True,2024-05-18 04:34:27.363874,2024-05-18 04:34:53.806026,26.44215226173401
223461157603580348876877405117523765115,True,2024-05-18 04:34:34.607915,2024-05-18 04:35:17.649851,43.04193663597107
22411804861496140017184398186619462646,True,2024-05-18 04:34:34.695186,2024-05-18 04:35:20.475008,45.7798216342926
132164573795837029052524453125122363632,True,2024-05-18 04:34:48.668998,2024-05-18 04:35:20.475008,31.80600929260254
130160516802719675302660399183152278123,True,2024-05-18 04:34:41.199404,2024-05-18 04:35:21.616916,40.41751146316528
253376505278570381045583179522852588490,True,2024-05-18 04:35:12.488969,2024-05-18 04:35:53.687999,41.19902968406677
145971151482156852338716604022284926808,True,2024-05-18 04:35:26.524562,2024-05-18 04:36:04.648000,38.12343764305115
281261761785491096829678887171020572777,True,2024-05-18 04:35:31.279793,2024-05-18 04:36:05.281009,34.001216173172
16247830751609532007839290251844614413,True,2024-05-18 04:35:31.655138,2024-05-18 04:36:05.281009,33.625871419906616
142712732881008537114492908728557848010,True,2024-05-18 04:35:35.657526,2024-05-18 04:36:05.281009,29.623482942581177
2328772944891477897377590768891415455,True,2024-05-18 04:35:35.796811,2024-05-18 04:36:05.281009,29.484198093414307
9479311437057629765063268242574130875,True,2024-05-18 04:35:39.678579,2024-05-18 04:36:05.802658,26.12407946586609
212297448119082514640943277249218567654,True,2024-05-18 04:36:05.743326,2024-05-18 04:36:45.707000,39.96367383003235
4626366559013053181893658310551970643,True,2024-05-18 04:36:08.590212,2024-05-18 04:36:47.042104,38.4518928527832
289121180420639820864485409313617131461,True,2024-05-18 04:36:12.964631,2024-05-18 04:36:48.371809,35.40717816352844
53069856824970152733974780363692467182,True,2024-05-18 04:36:20.743560,2024-05-18 04:36:48.371809,27.628248929977417
206130766843611962517711678257765059284,True,2024-05-18 04:36:34.912471,2024-05-18 04:36:48.371809,13.459338188171387
113428681067544291700952434466132666572,True,2024-05-18 04:36:51.593363,2024-05-18 04:37:30.221522,38.628159046173096
212142785813632506280574991076742246900,True,2024-05-18 04:36:58.783013,2024-05-18 04:37:30.221522,31.438509464263916
249612873455209138786929162881239331492,True,2024-05-18 04:37:16.876331,2024-05-18 04:37:30.221522,13.345191717147827
13520486959316082278918965843830141915,True,2024-05-18 04:36:53.222454,2024-05-18 04:37:31.202651,37.98019742965698
285487083351172653592501128199296269849,True,2024-05-18 04:37:12.143598,2024-05-18 04:37:31.202651,19.05905270576477
291530768757541536977561899797284716855,True,2024-05-18 04:37:33.443760,2024-05-18 04:37:45.029983,11.586222648620605
199257309506967089728750806518506676673,True,2024-05-18 04:37:50.382964,2024-05-18 04:38:24.462982,34.08001732826233
135286877853511511756621523027157807324,True,2024-05-18 04:37:50.961110,2024-05-18 04:38:24.462982,33.50187158584595
65858711177960488553451183109831417034,True,2024-05-18 04:37:53.127313,2024-05-18 04:38:24.462982,31.335668563842773
267451347737102492156605365255937072108,True,2024-05-18 04:37:53.187170,2024-05-18 04:38:24.462982,31.275811672210693
2507854331045852743668367565902090703,True,2024-05-18 04:38:05.509333,2024-05-18 04:38:25.195641,19.68630814552307
207802380378033850960260373635254642643,True,2024-05-18 04:38:12.455603,2024-05-18 04:38:25.195641,12.74003791809082
232392856834215305473315884045637321921,True,2024-05-18 04:38:25.025278,2024-05-18 04:39:07.219969,42.19469141960144
324377375292301472845342597942619718505,True,2024-05-18 04:38:26.775923,2024-05-18 04:39:10.458195,43.68227195739746
277868753197358769395130845093279142498,True,2024-05-18 04:38:30.155037,2024-05-18 04:39:12.063977,41.908939838409424
49946176706692000282489042254469145899,True,2024-05-18 04:38:36.724076,2024-05-18 04:39:12.728258,36.00418281555176
144952824822744191660926944132069460609,True,2024-05-18 04:38:35.529083,2024-05-18 04:39:13.114804,37.585721015930176
195852988426518111712435136693523592600,True,2024-05-18 04:38:39.803715,2024-05-18 04:39:13.114804,33.31108808517456
