step_count,timestamp,status,num_scheduled_reqs,num_req_of_256,num_req_of_512,num_req_of_768,step_worker_time_consumption
2,2024-05-19 01:25:36.765519,RequestStatus.EMPTY,0,0,0,0,None
3,2024-05-19 01:25:37.208715,RequestStatus.PREPARE,1,0,1,0,0.4276237487792969
4,2024-05-19 01:25:37.893246,RequestStatus.DENOISING,1,0,1,0,0.7277441024780273
5,2024-05-19 01:25:37.928183,RequestStatus.DENOISING,1,0,1,0,0.06812334060668945
6,2024-05-19 01:25:38.418340,RequestStatus.DENOISING,1,0,1,0,0.09868669509887695
7,2024-05-19 01:25:38.797939,RequestStatus.DENOISING,2,0,1,1,0.2868387699127197
8,2024-05-19 01:25:38.842274,RequestStatus.DENOISING,2,0,1,1,0.1298072338104248
9,2024-05-19 01:25:39.020246,RequestStatus.DENOISING,2,0,1,1,0.11054086685180664
10,2024-05-19 01:25:39.077240,RequestStatus.DENOISING,2,0,1,1,0.11891531944274902
11,2024-05-19 01:25:39.260667,RequestStatus.DENOISING,2,0,1,1,0.12016534805297852
12,2024-05-19 01:25:39.318146,RequestStatus.DENOISING,2,0,1,1,0.1158604621887207
13,2024-05-19 01:25:39.494602,RequestStatus.DENOISING,2,0,1,1,0.12317943572998047
14,2024-05-19 01:25:39.565160,RequestStatus.DENOISING,2,0,1,1,0.11896586418151855
15,2024-05-19 01:25:39.722672,RequestStatus.DENOISING,2,0,1,1,0.13937854766845703
16,2024-05-19 01:25:39.808943,RequestStatus.DENOISING,2,0,1,1,0.0996253490447998
17,2024-05-19 01:25:39.960827,RequestStatus.DENOISING,2,0,1,1,0.14649319648742676
18,2024-05-19 01:25:40.279190,RequestStatus.DENOISING,2,0,1,1,0.09640121459960938
19,2024-05-19 01:25:40.304035,RequestStatus.DENOISING,2,0,1,1,0.23833894729614258
20,2024-05-19 01:25:40.877733,RequestStatus.DENOISING,2,0,1,1,0.2687504291534424
21,2024-05-19 01:25:41.242272,RequestStatus.DENOISING,3,1,1,1,0.2787046432495117
22,2024-05-19 01:25:41.305511,RequestStatus.DENOISING,3,1,1,1,0.1393744945526123
23,2024-05-19 01:25:41.460676,RequestStatus.DENOISING,3,1,1,1,0.15133261680603027
24,2024-05-19 01:25:41.692451,RequestStatus.DENOISING,3,1,1,1,0.10715842247009277
25,2024-05-19 01:25:41.729108,RequestStatus.DENOISING,3,1,1,1,0.15331697463989258
26,2024-05-19 01:25:41.911321,RequestStatus.DENOISING,3,1,1,1,0.11916661262512207
27,2024-05-19 01:25:41.984029,RequestStatus.DENOISING,3,1,1,1,0.1307814121246338
