timestamp,utilization
2024-05-18 04:09:50.571862,0.0
2024-05-18 04:09:51.220283,0.0
2024-05-18 04:09:51.827020,3.6666666666666665
2024-05-18 04:09:52.035906,25.5
2024-05-18 04:09:52.245952,37.5
2024-05-18 04:09:52.465324,38.0
2024-05-18 04:09:52.707109,40.5
2024-05-18 04:09:53.017362,26.0
2024-05-18 04:09:53.453988,5.25
2024-05-18 04:09:53.889822,2.0
2024-05-18 04:09:54.108553,28.0
2024-05-18 04:09:54.306956,28.0
2024-05-18 04:09:54.529195,27.5
2024-05-18 04:09:54.734355,29.0
2024-05-18 04:09:54.955922,26.5
2024-05-18 04:09:55.156544,27.0
2024-05-18 04:09:55.368222,28.0
2024-05-18 04:09:55.571897,13.5
2024-05-18 04:09:55.855806,25.0
2024-05-18 04:09:56.068519,18.5
2024-05-18 04:09:56.278408,28.5
2024-05-18 04:09:56.498023,28.5
2024-05-18 04:09:56.715898,28.5
2024-05-18 04:09:56.973166,29.5
2024-05-18 04:09:57.548966,5.0
2024-05-18 04:09:57.983911,9.5
2024-05-18 04:09:58.209985,26.5
2024-05-18 04:09:58.435311,24.0
2024-05-18 04:09:58.695213,16.5
2024-05-18 04:09:58.975917,31.0
2024-05-18 04:09:59.191388,5.5
2024-05-18 04:09:59.398299,15.5
2024-05-18 04:09:59.611099,18.5
2024-05-18 04:09:59.817956,18.5
2024-05-18 04:10:00.038453,19.0
2024-05-18 04:10:00.247421,16.5
2024-05-18 04:10:00.454485,19.0
2024-05-18 04:10:00.639904,8.0
2024-05-18 04:10:00.835967,17.0
2024-05-18 04:10:01.038427,20.0
2024-05-18 04:10:01.853227,3.6666666666666665
2024-05-18 04:10:02.056993,0.0
2024-05-18 04:10:02.267559,6.0
2024-05-18 04:10:02.475923,24.0
2024-05-18 04:10:02.684950,33.5
2024-05-18 04:10:02.901211,33.0
2024-05-18 04:10:03.107927,32.5
2024-05-18 04:10:03.317069,32.5
2024-05-18 04:10:03.512909,22.5
2024-05-18 04:10:03.706308,20.0
2024-05-18 04:10:03.894063,20.0
2024-05-18 04:10:04.175893,14.0
2024-05-18 04:10:04.427487,16.0
2024-05-18 04:10:04.614364,15.5
2024-05-18 04:10:04.803904,21.5
2024-05-18 04:10:04.999903,21.0
2024-05-18 04:10:05.238417,14.5
2024-05-18 04:10:05.480759,4.5
2024-05-18 04:10:05.962190,2.25
2024-05-18 04:10:06.187906,0.5
2024-05-18 04:10:06.413051,30.5
2024-05-18 04:10:06.611704,29.0
2024-05-18 04:10:06.812035,21.0
2024-05-18 04:10:07.052172,19.0
2024-05-18 04:10:07.314270,7.0
2024-05-18 04:10:08.054601,5.0
2024-05-18 04:10:08.275895,0.0
2024-05-18 04:10:08.504479,25.5
2024-05-18 04:10:09.248637,10.833333333333334
2024-05-18 04:10:09.460640,0.0
2024-05-18 04:10:09.690699,13.5
2024-05-18 04:10:10.762597,5.666666666666667
2024-05-18 04:10:11.834748,5.875
2024-05-18 04:10:12.607922,10.333333333333334
2024-05-18 04:10:13.857971,5.625
2024-05-18 04:10:14.281101,17.75
2024-05-18 04:10:14.479963,33.5
2024-05-18 04:10:14.903903,43.75
2024-05-18 04:10:15.114930,42.0
2024-05-18 04:10:15.319908,40.0
2024-05-18 04:10:15.534825,38.5
2024-05-18 04:10:16.084766,29.75
2024-05-18 04:10:16.829232,18.166666666666668
2024-05-18 04:10:17.332620,25.0
2024-05-18 04:10:18.093471,18.166666666666668
2024-05-18 04:10:18.301312,45.5
2024-05-18 04:10:18.805221,32.25
2024-05-18 04:10:19.565774,13.166666666666666
2024-05-18 04:10:19.818734,34.5
2024-05-18 04:10:20.032098,39.0
2024-05-18 04:10:20.240545,42.0
2024-05-18 04:10:20.687713,39.25
2024-05-18 04:10:20.909375,44.0
2024-05-18 04:10:21.119016,39.5
2024-05-18 04:10:21.655073,37.75
2024-05-18 04:10:21.921785,34.5
2024-05-18 04:10:22.139938,37.0
2024-05-18 04:10:22.415899,35.0
2024-05-18 04:10:23.238968,9.5
2024-05-18 04:10:23.454191,17.5
2024-05-18 04:10:23.968985,36.75
2024-05-18 04:10:24.537437,9.0
2024-05-18 04:10:25.026951,16.5
2024-05-18 04:10:25.229937,36.0
2024-05-18 04:10:25.440987,42.5
2024-05-18 04:10:26.213686,14.75
2024-05-18 04:10:26.617058,18.0
2024-05-18 04:10:26.861961,37.0
2024-05-18 04:10:27.659923,13.666666666666666
2024-05-18 04:10:28.078976,12.5
2024-05-18 04:10:28.300323,40.5
2024-05-18 04:10:28.522607,44.5
2024-05-18 04:10:28.734950,42.5
2024-05-18 04:10:28.963032,39.0
2024-05-18 04:10:29.560956,14.75
2024-05-18 04:10:29.781448,37.0
2024-05-18 04:10:30.005951,38.5
2024-05-18 04:10:30.325617,38.0
2024-05-18 04:10:30.579890,34.5
2024-05-18 04:10:30.818738,33.0
2024-05-18 04:10:31.024943,41.0
2024-05-18 04:10:31.462001,36.0
2024-05-18 04:10:32.044953,5.5
2024-05-18 04:10:32.255640,23.5
2024-05-18 04:10:32.730958,12.0
2024-05-18 04:10:33.202765,1.0
2024-05-18 04:10:34.123911,5.0
2024-05-18 04:10:34.564190,0.0
2024-05-18 04:10:35.297914,2.6666666666666665
2024-05-18 04:10:35.507895,7.5
2024-05-18 04:10:35.722950,12.5
2024-05-18 04:10:36.041005,12.5
2024-05-18 04:10:36.289310,5.0
2024-05-18 04:10:36.515909,11.0
2024-05-18 04:10:36.708954,12.5
2024-05-18 04:10:36.919631,12.5
2024-05-18 04:10:37.123940,11.5
2024-05-18 04:10:37.339928,12.5
2024-05-18 04:10:37.546634,12.5
2024-05-18 04:10:37.758287,12.0
2024-05-18 04:10:37.977365,11.0
2024-05-18 04:10:38.714394,4.833333333333333
2024-05-18 04:10:38.972281,4.5
2024-05-18 04:10:39.211893,9.5
2024-05-18 04:10:39.416651,10.0
2024-05-18 04:10:40.139965,4.0
2024-05-18 04:10:40.362967,5.5
2024-05-18 04:10:40.583570,16.0
2024-05-18 04:10:40.791895,33.0
2024-05-18 04:10:41.002953,32.5
2024-05-18 04:10:41.221117,33.5
2024-05-18 04:10:41.427909,34.0
2024-05-18 04:10:41.650454,34.0
2024-05-18 04:10:41.854942,38.0
2024-05-18 04:10:42.095893,25.5
2024-05-18 04:10:42.299913,35.5
2024-05-18 04:10:42.515921,37.5
2024-05-18 04:10:42.719897,38.5
2024-05-18 04:10:42.931889,33.0
2024-05-18 04:10:43.206607,36.0
2024-05-18 04:10:43.684002,6.75
2024-05-18 04:10:43.885954,22.0
2024-05-18 04:10:44.084397,37.0
2024-05-18 04:10:44.296907,34.0
2024-05-18 04:10:44.502279,36.5
2024-05-18 04:10:44.705207,14.0
2024-05-18 04:10:44.983124,35.0
2024-05-18 04:10:45.638971,4.666666666666667
2024-05-18 04:10:45.851754,13.5
2024-05-18 04:10:46.043902,35.5
2024-05-18 04:10:46.619916,5.0
2024-05-18 04:10:46.830035,25.5
2024-05-18 04:10:47.026450,32.0
2024-05-18 04:10:47.231890,34.0
2024-05-18 04:10:47.570965,23.0
2024-05-18 04:10:48.314733,5.0
2024-05-18 04:10:48.517437,31.0
2024-05-18 04:10:48.703836,34.5
2024-05-18 04:10:48.916079,33.5
2024-05-18 04:10:49.114896,33.0
2024-05-18 04:10:49.327906,33.5
2024-05-18 04:10:49.526152,36.5
2024-05-18 04:10:49.734874,31.5
2024-05-18 04:10:49.927893,31.5
2024-05-18 04:10:50.128945,34.5
2024-05-18 04:10:50.486988,33.0
2024-05-18 04:10:51.012967,8.5
2024-05-18 04:10:51.211926,0.0
2024-05-18 04:10:51.403068,24.0
2024-05-18 04:10:51.614931,32.0
2024-05-18 04:10:51.810955,33.0
2024-05-18 04:10:52.007892,34.5
2024-05-18 04:10:52.226516,31.5
2024-05-18 04:10:52.995920,12.5
2024-05-18 04:10:53.324954,14.5
2024-05-18 04:10:53.564937,29.0
2024-05-18 04:10:53.781946,26.5
2024-05-18 04:10:54.046098,33.5
2024-05-18 04:10:54.539927,8.25
2024-05-18 04:10:54.771924,6.0
2024-05-18 04:10:54.967916,30.5
2024-05-18 04:10:55.165544,34.5
2024-05-18 04:10:55.364462,32.5
2024-05-18 04:10:55.567332,33.5
2024-05-18 04:10:55.762362,36.0
2024-05-18 04:10:55.980550,33.0
2024-05-18 04:10:56.219378,26.5
2024-05-18 04:10:56.473257,17.5
2024-05-18 04:10:56.687886,21.5
2024-05-18 04:10:56.905863,32.0
2024-05-18 04:10:57.112002,31.5
2024-05-18 04:10:57.857675,14.166666666666666
2024-05-18 04:10:58.521876,0.0
2024-05-18 04:10:58.720660,19.5
2024-05-18 04:10:59.235647,0.5
2024-05-18 04:10:59.994394,1.5
2024-05-18 04:11:00.483911,3.25
2024-05-18 04:11:00.688954,6.5
2024-05-18 04:11:00.897927,19.5
2024-05-18 04:11:01.102913,19.5
2024-05-18 04:11:01.301019,19.5
2024-05-18 04:11:01.514742,19.0
2024-05-18 04:11:01.722957,20.5
2024-05-18 04:11:02.007881,19.0
2024-05-18 04:11:02.747982,2.1666666666666665
2024-05-18 04:11:02.992469,7.5
2024-05-18 04:11:03.718957,4.0
2024-05-18 04:11:03.928716,20.0
2024-05-18 04:11:04.895928,1.8333333333333333
2024-05-18 04:11:05.203375,6.5
2024-05-18 04:11:05.655114,3.5
2024-05-18 04:11:06.383910,2.1666666666666665
2024-05-18 04:11:06.637985,0.0
2024-05-18 04:11:07.094973,5.75
2024-05-18 04:11:07.301954,7.0
2024-05-18 04:11:07.518262,20.0
2024-05-18 04:11:07.819832,18.5
2024-05-18 04:11:08.058353,8.5
2024-05-18 04:11:08.269950,13.5
2024-05-18 04:11:08.488564,20.0
2024-05-18 04:11:08.771900,14.5
2024-05-18 04:11:08.975910,3.0
2024-05-18 04:11:09.168270,7.5
2024-05-18 04:11:09.375007,10.0
2024-05-18 04:11:09.579939,10.0
2024-05-18 04:11:09.774080,10.0
2024-05-18 04:11:09.989269,10.0
2024-05-18 04:11:10.191895,9.5
2024-05-18 04:11:10.393957,10.0
2024-05-18 04:11:10.683895,10.0
2024-05-18 04:11:10.916521,9.5
2024-05-18 04:11:11.594880,2.3333333333333335
2024-05-18 04:11:11.806949,1.0
2024-05-18 04:11:12.027912,9.5
2024-05-18 04:11:12.281386,10.0
2024-05-18 04:11:12.775940,1.0
2024-05-18 04:11:12.987895,0.0
2024-05-18 04:11:13.193950,9.5
2024-05-18 04:11:13.491087,10.0
2024-05-18 04:11:13.681480,7.0
2024-05-18 04:11:13.861145,9.0
2024-05-18 04:11:14.089635,9.0
2024-05-18 04:11:14.285446,10.0
2024-05-18 04:11:15.000968,2.1666666666666665
2024-05-18 04:11:15.202566,3.0
2024-05-18 04:11:15.406262,10.0
2024-05-18 04:11:15.596915,10.0
2024-05-18 04:11:15.785584,10.0
2024-05-18 04:11:15.990011,10.0
2024-05-18 04:11:16.201990,8.5
2024-05-18 04:11:16.447236,10.0
2024-05-18 04:11:16.701414,7.5
2024-05-18 04:11:16.907911,10.0
2024-05-18 04:11:17.123012,9.5
2024-05-18 04:11:17.335033,9.5
2024-05-18 04:11:17.565149,9.5
2024-05-18 04:11:17.775925,10.0
2024-05-18 04:11:17.987896,9.5
2024-05-18 04:11:18.197926,9.5
2024-05-18 04:11:18.603903,9.5
2024-05-18 04:11:18.811917,22.0
2024-05-18 04:11:19.037289,28.0
2024-05-18 04:11:19.326694,18.5
2024-05-18 04:11:19.582150,26.0
2024-05-18 04:11:20.305968,9.0
2024-05-18 04:11:20.510726,10.0
2024-05-18 04:11:21.283548,8.333333333333334
2024-05-18 04:11:21.483923,28.0
2024-05-18 04:11:21.691129,30.5
2024-05-18 04:11:21.909934,29.0
2024-05-18 04:11:22.211897,24.5
2024-05-18 04:11:22.468952,15.5
2024-05-18 04:11:22.694979,30.5
2024-05-18 04:11:22.925536,28.0
2024-05-18 04:11:23.134841,27.5
2024-05-18 04:11:23.342789,30.5
2024-05-18 04:11:23.563912,29.0
2024-05-18 04:11:23.783386,27.5
2024-05-18 04:11:23.986817,30.0
2024-05-18 04:11:24.205213,27.0
2024-05-18 04:11:24.423892,26.5
2024-05-18 04:11:24.626981,28.5
2024-05-18 04:11:24.822823,28.5
2024-05-18 04:11:25.120956,9.0
2024-05-18 04:11:25.361830,27.0
2024-05-18 04:11:25.583911,23.0
2024-05-18 04:11:25.783893,29.5
2024-05-18 04:11:25.999920,28.0
2024-05-18 04:11:26.206954,26.5
2024-05-18 04:11:26.415898,29.5
2024-05-18 04:11:26.635896,25.5
2024-05-18 04:11:26.846340,19.5
2024-05-18 04:11:27.152513,24.0
2024-05-18 04:11:27.383924,25.0
