sm util, unet time, post time
11.058823529411764,3.1356900691986085,0.03946008682250977
14.104166666666666,3.0610465526580812,0.05045394897460938
16.70408163265306,3.1117300510406496,0.05078458786010742
20.632653061224488,3.1426931381225587,0.059887361526489255
21.67,3.1770350456237795,0.0755079746246338
24.42156862745098,3.1620038509368897,0.08042869567871094
25.951923076923077,3.2027131080627442,0.09328660964965821
30.555555555555557,3.299714994430542,0.11361956596374512
31.845454545454544,3.4872813701629637,0.112322998046875
34.14035087719298,3.566926193237305,0.12481212615966797
35.55172413793103,3.6776705265045164,0.1521778106689453
36.8359375,3.9568644523620606,0.16084423065185546
37.5234375,4.06904788017273,0.16865391731262208
38.04477611940298,4.190833282470703,0.19018707275390626
42.82857142857143,4.395379447937012,0.19607267379760743
43.27777777777778,4.528893613815308,0.20626349449157716
44.14666666666667,4.695384883880616,0.22884755134582518
44.12820512820513,4.904192209243774,0.23325223922729493
44.125,5.0915991306304935,0.25790767669677733
44.53012048192771,5.221285009384156,0.26744790077209474
45.116279069767444,5.417738914489746,0.27980055809021
44.86516853932584,5.625324773788452,0.29311089515686034
45.57065217391305,5.8242332458496096,0.3033267021179199
45.94845360824742,6.127877330780029,0.3105353355407715
46.015151515151516,6.290173673629761,0.3310389041900635
46.43689320388349,6.536452102661133,0.3485142707824707
46.40094339622642,6.747625732421875,0.3450205326080322
47.013888888888886,6.8944470405578615,0.36246142387390134
46.91025641025641,7.428039598464966,0.3825826644897461
47.853658536585364,7.608213329315186,0.39193153381347656
47.698412698412696,7.862537956237793,0.3954765319824219
47.55343511450382,8.035496520996094,0.4088040828704834
47.11194029850746,8.32103509902954,0.4331826686859131
47.33576642335766,8.487673330307008,0.44805073738098145
47.643884892086334,8.761053609848023,0.436982250213623
47.47586206896552,9.01118335723877,0.46979832649230957
47.90816326530612,9.261152458190917,0.4795375823974609
48.14802631578947,9.519927215576171,0.49350523948669434
47.61217948717949,9.886730670928955,0.5009670734405518
47.9,10.093640661239624,0.5246500015258789
47.859756097560975,10.371912145614624,0.5696768283843994
47.958333333333336,10.540680694580079,0.5402407646179199
47.96242774566474,11.022530221939087,0.5395442962646484
48.37570621468927,11.236010408401489,0.5691557884216308
48.357142857142854,11.61827540397644,0.5749818801879882
48.08108108108108,11.834850406646728,0.609663724899292
48.183510638297875,11.985412788391113,0.6011822700500489
48.518229166666664,12.373176383972169,0.632553243637085
48.066502463054185,12.694915628433227,0.6410686016082764
47.97596153846154,12.922058725357056,0.6496401786804199
48.06190476190476,13.095909929275512,0.648654556274414
48.021126760563384,13.350266265869141,0.6597714900970459
48.23041474654378,13.620930719375611,0.6823516845703125
48.333333333333336,13.824438381195069,0.6936654567718505
48.252252252252255,14.034471654891968,0.6656418800354004
48.30530973451327,14.282200717926026,0.7462093353271484
48.27521008403362,14.996258306503297,0.7364633083343506
48.40208333333333,15.24259557723999,0.7535096168518066
48.18312757201646,15.474894571304322,0.775029993057251
48.392276422764226,15.723779296875,0.7705253601074219
48.22908366533864,16.06462526321411,0.794535779953003
48.3639846743295,16.304217433929445,0.8030969619750976
48.50377358490566,16.5419264793396,0.8179145336151123
48.58426966292135,16.849154806137086,0.7787791728973389
48.42279411764706,17.09722480773926,0.7747750282287598
48.57142857142857,17.289044284820555,0.8347036361694335
48.53417266187051,17.650670337677003,0.8028640747070312
48.519572953736656,17.869829750061037,0.8036960601806641
48.39685314685315,18.14414496421814,0.8486258506774902
48.529513888888886,18.371499443054198,0.8433859348297119
48.4757785467128,18.512606048583983,0.8650177001953125
48.46283783783784,18.970375347137452,0.9415357112884521
48.64332247557003,19.11882405281067,0.8911940097808838
48.512903225806454,19.403669548034667,0.8744142532348633
48.313291139240505,19.812954807281493,0.9235088348388671
48.278301886792455,20.016450691223145,0.9329073905944825
48.5703125,20.253748750686647,0.998026180267334
48.523148148148145,20.565754079818724,0.9338308334350586
48.63981762917933,20.873982381820678,0.9593985557556153
48.662121212121214,21.05311870574951,0.9831728458404541
48.69908814589666,21.15375437736511,0.9821357250213623
48.28947368421053,21.48303027153015,1.0849218845367432
48.44871794871795,21.933386516571044,1.022016716003418
48.55681818181818,22.086447858810423,1.0209385871887207
48.478932584269664,22.426686239242553,1.049944019317627
48.621212121212125,22.93651204109192,1.0545300006866456
48.717032967032964,23.129221725463868,1.1569007396698
48.55434782608695,23.376185369491576,1.0912169933319091
48.70135135135135,23.584811401367187,1.0827046871185302
48.62466843501326,23.925166893005372,1.1049204349517823
48.65625,24.032005548477173,1.1786154747009276
48.47429305912596,24.35351357460022,1.1281885147094726
48.81074168797954,24.59253282546997,1.1371284008026123
48.75,24.936090230941772,1.150855827331543
48.56390977443609,25.206568670272826,1.2402437686920167
48.69047619047619,25.41337308883667,1.178473949432373
48.60421836228288,25.68926043510437,1.194005537033081
48.65700483091788,25.976220893859864,1.26761794090271
48.785202863961814,26.212670278549194,1.210851526260376
48.773049645390074,26.524764919281004,1.2356377601623536
