timestamp,utilization
2024-05-19 01:49:09.651935,0.0
2024-05-19 01:49:11.269968,0.0
2024-05-19 01:49:11.855634,5.166666666666667
2024-05-19 01:49:12.113076,6.5
2024-05-19 01:49:12.366047,21.5
2024-05-19 01:49:12.589882,28.0
2024-05-19 01:49:12.809731,26.0
2024-05-19 01:49:13.019841,25.0
2024-05-19 01:49:13.217461,28.5
2024-05-19 01:49:13.416707,26.5
2024-05-19 01:49:13.628955,27.5
2024-05-19 01:49:13.850044,27.5
2024-05-19 01:49:14.053819,25.0
2024-05-19 01:49:14.252982,26.5
2024-05-19 01:49:14.469555,27.5
2024-05-19 01:49:14.673258,26.0
2024-05-19 01:49:15.006954,13.0
2024-05-19 01:49:15.266552,23.0
2024-05-19 01:49:15.470273,19.5
2024-05-19 01:49:15.674737,27.5
2024-05-19 01:49:15.878963,26.0
2024-05-19 01:49:16.080953,26.0
2024-05-19 01:49:16.276881,27.5
2024-05-19 01:49:16.491077,27.5
2024-05-19 01:49:16.717381,26.5
2024-05-19 01:49:16.961740,27.0
2024-05-19 01:49:17.174696,26.0
2024-05-19 01:49:17.384834,28.0
2024-05-19 01:49:17.607497,27.5
2024-05-19 01:49:17.951916,28.5
2024-05-19 01:49:18.195899,21.0
2024-05-19 01:49:18.393010,26.5
2024-05-19 01:49:18.599008,29.0
2024-05-19 01:49:18.805610,26.0
2024-05-19 01:49:19.015576,26.5
2024-05-19 01:49:19.232192,28.5
2024-05-19 01:49:19.439924,26.5
2024-05-19 01:49:19.637508,27.5
2024-05-19 01:49:20.002947,30.75
2024-05-19 01:49:21.772440,0.0
2024-05-19 01:49:23.406430,0.0
2024-05-19 01:49:23.751493,1.5
2024-05-19 01:49:24.177023,8.5
2024-05-19 01:49:24.370858,15.0
2024-05-19 01:49:24.583895,17.0
2024-05-19 01:49:24.797965,16.0
2024-05-19 01:49:24.996974,16.0
2024-05-19 01:49:25.192955,15.5
2024-05-19 01:49:25.401954,16.5
2024-05-19 01:49:25.604543,16.0
2024-05-19 01:49:25.803954,15.5
2024-05-19 01:49:26.015922,15.5
2024-05-19 01:49:26.226948,16.0
2024-05-19 01:49:28.323298,2.888888888888889
2024-05-19 01:49:28.545913,0.0
2024-05-19 01:49:28.770656,18.5
2024-05-19 01:49:29.001268,26.5
2024-05-19 01:49:29.219911,25.0
2024-05-19 01:49:29.418970,26.5
2024-05-19 01:49:29.663897,12.5
2024-05-19 01:49:29.915092,15.0
2024-05-19 01:49:30.123964,19.5
2024-05-19 01:49:30.341892,25.0
2024-05-19 01:49:30.563913,25.5
2024-05-19 01:49:30.799068,27.0
2024-05-19 01:49:31.006980,25.0
2024-05-19 01:49:31.199138,26.0
2024-05-19 01:49:31.415922,26.0
2024-05-19 01:49:31.619850,26.0
2024-05-19 01:49:31.832952,26.0
2024-05-19 01:49:32.034789,23.0
2024-05-19 01:49:32.254752,25.5
2024-05-19 01:49:32.585678,6.5
2024-05-19 01:49:32.844954,24.5
2024-05-19 01:49:33.058730,18.5
2024-05-19 01:49:33.274076,25.5
2024-05-19 01:49:33.511892,24.5
2024-05-19 01:49:33.717983,21.0
2024-05-19 01:49:33.939393,16.5
2024-05-19 01:49:34.153879,15.0
2024-05-19 01:49:34.371976,15.5
2024-05-19 01:49:34.575119,16.5
2024-05-19 01:49:34.776963,16.0
2024-05-19 01:49:36.809964,2.2777777777777777
2024-05-19 01:49:37.040945,5.0
2024-05-19 01:49:37.461802,21.75
2024-05-19 01:49:37.671927,26.5
2024-05-19 01:49:38.099275,26.25
2024-05-19 01:49:38.409129,15.0
2024-05-19 01:49:38.659032,24.0
2024-05-19 01:49:38.871937,19.5
2024-05-19 01:49:39.080951,26.0
2024-05-19 01:49:39.277670,26.5
2024-05-19 01:49:39.501162,27.0
2024-05-19 01:49:39.718955,26.0
2024-05-19 01:49:39.927894,26.5
2024-05-19 01:49:40.136979,27.5
2024-05-19 01:49:40.351897,26.0
2024-05-19 01:49:40.563889,27.0
2024-05-19 01:49:40.778426,26.5
2024-05-19 01:49:40.982699,27.5
2024-05-19 01:49:41.342953,24.5
2024-05-19 01:49:41.597985,23.5
2024-05-19 01:49:41.810075,25.5
2024-05-19 01:49:42.023905,26.5
2024-05-19 01:49:42.228955,25.5
2024-05-19 01:49:42.453953,28.0
2024-05-19 01:49:42.683896,25.5
2024-05-19 01:49:42.903722,26.0
2024-05-19 01:49:43.108956,24.5
2024-05-19 01:49:43.302272,26.5
2024-05-19 01:49:43.520955,26.5
2024-05-19 01:49:43.759910,29.0
2024-05-19 01:49:43.981816,27.5
2024-05-19 01:49:44.293955,17.0
2024-05-19 01:49:44.558559,21.5
2024-05-19 01:49:44.781351,26.0
2024-05-19 01:49:45.012822,29.5
2024-05-19 01:49:45.220609,26.0
2024-05-19 01:49:47.067311,4.0625
2024-05-19 01:49:47.270993,0.0
